name,hotel_address,city,latitude,longitude
H tel Brighton Esprit de France,218 rue de Rivoli 1st arr 75001 Paris France,Paris,48.8649306,2.3290844
Molitor Paris MGallery by Sofitel,2 avenue la Porte Molitor 16th arr 75016 Paris France,Paris,48.8448902,2.252833
DoubleTree By Hilton London Excel,Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,London,51.507377,0.038657
Andaz London Liverpool Street,40 Liverpool Street City of London London EC2M 7QN United Kingdom,London,51.5172825,-0.0812451
Bradford Elys es Astotel,10 rue Saint Philippe du Roule 8th arr 75008 Paris France,Paris,48.8729676,2.3081178
Eurostars Embassy,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,Vienna,48.1964001,16.3958668
Element Amsterdam,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,Amsterdam,52.3312406,4.8774466
Mercure Wien Zentrum,Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2114087,16.3746469
The Berkeley,Wilton Place Knightsbridge Westminster Borough London SW1X 7RL United Kingdom,London,51.5020912,-0.1577795
Hilton Diagonal Mar Barcelona,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,Barcelona,41.4084334,2.2178205
Hotel Da Vinci,Via Senigallia 6 20161 Milan Italy,Milan,45.5331372,9.1711019
Eurohotel Diagonal Port,Lope de Vega 4 Sant Mart 08005 Barcelona Spain,Barcelona,41.4006708,2.2087844
Hampshire Hotel Rembrandt Square Amsterdam,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,Amsterdam,52.3663466,4.8985764
Franklin Roosevelt,18 rue Clement Marrot 8th arr 75008 Paris France,Paris,48.8678432,2.3033075
H10 Universitat,Ronda Universitat 21 Eixample 08007 Barcelona Spain,Barcelona,41.3869565,2.1665338
One Aldwych,1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,London,51.5117832,-0.1194172
Edouard 7 Paris Op ra,39 Avenue de l Op ra 2nd arr 75002 Paris France,Paris,48.8683133,2.3330851
NH Collection Barcelona Gran Hotel Calder n,Rambla Catalunya 26 Eixample 08007 Barcelona Spain,Barcelona,41.3894654,2.1662651
Austria Trend Hotel Bosei Wien,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria,Vienna,48.1629737,16.3404024
Amsterdam Canal Residence,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,Amsterdam,52.3594783,4.895853
Renaissance Paris Le Parc Trocadero Hotel,55 57 Avenue Raymond Poincare 16th arr 75016 Paris France,Paris,48.8673099,2.2856528
Holiday Inn Milan Garibaldi Station,Via Ugo Bassi 1 A Ang Via C Farini Garibaldi Station 20159 Milan Italy,Milan,45.488764,9.183057
Arthotel ANA Boutique Six,Webgasse 23 06 Mariahilf 1060 Vienna Austria,Vienna,48.1941905,16.3462578
The Beaufort,33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,London,51.4978466,-0.164156
Dukes Hotel,35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,London,51.5055381,-0.1396885
WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,Amsterdam,52.357655,4.844576
Grand H tel Du Palais Royal,4 Rue De Valois 1st arr 75001 Paris France,Paris,48.8630829,2.3378592
Park Plaza Sherlock Holmes London,108 Baker Street Westminster Borough London W1U 6LJ United Kingdom,London,51.5209191,-0.1566567
Hotel Park Lane Paris,4 Rue La Boetie 8th arr 75008 Paris France,Paris,48.8745879,2.3188143
Best Western PLUS Epping Forest,Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,London,51.603207,0.010607
AC Hotel Sants a Marriott Lifestyle Hotel,Passeig de Sant Antoni 36 40 Sants Montju c 08014 Barcelona Spain,Barcelona,41.3775577,2.1384686
Apollofirst Boutique Hotel,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,Amsterdam,52.350396,4.8756404
45 Park Lane Dorchester Collection,45 Park Lane Westminster Borough London W1K 1PN United Kingdom,London,51.5063709,-0.1515359
Elys es R gencia,41 Avenue Marceau 16th arr 75016 Paris France,Paris,48.8686434,2.2984054
Hotel Grums Barcelona,Palaud ries 26 Sants Montju c 08004 Barcelona Spain,Barcelona,41.3727844,2.1721134
Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,London,51.5009609,-0.1165913
Holiday Inn Paris Montmartre,23 Rue Damr mont 18th arr 75018 Paris France,Paris,NA,NA
Mercure Paris 15 Porte de Versailles,6 Rue Saint Lambert 15th arr 75015 Paris France,Paris,48.8382542,2.2903494
Mercure Paris Opera Garnier,4 Rue de L Isly 8th arr 75008 Paris France,Paris,48.8749511,2.3259532
NH Amsterdam Zuid,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,Amsterdam,52.3266672,4.8800884
Best Western Hotel Astoria,Viale Murillo 9 Fiera Milano City 20149 Milan Italy,Milan,45.4725167,9.1439198
Fairmont Rey Juan Carlos I,Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,Barcelona,41.3835246,2.1096141
Best Western Premier Faubourg 88,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,Paris,48.8776756,2.3493159
K K H tel Cayr Saint Germain des Pr s,4 Boulevard Raspail 7th arr 75007 Paris France,Paris,48.8553117,2.3254628
Zenit Borrell,Comte Borrell 208 Eixample 08029 Barcelona Spain,Barcelona,41.3859873,2.1514021
Banke H tel,20 Rue La Fayette 9th arr 75009 Paris France,Paris,48.8735736,2.335965
Hotel Sezz Paris,6 Avenue Fr miet 16th arr 75016 Paris France,Paris,48.8566336,2.2852607
AC Hotel Paris Porte Maillot by Marriott,6 rue Gustave Charpentier 17th arr 75017 Paris France,Paris,48.8820046,2.2818538
Ramada Plaza Milano,Via Stamira D Ancona 27 Distretto Viale Monza 20127 Milan Italy,Milan,45.501946,9.2277569
M venpick Hotel Amsterdam City Centre,Piet Heinkade 11 Zeeburg 1019 BR Amsterdam Netherlands,Amsterdam,52.3781016,4.9142508
The Westbury A Luxury Collection Hotel Mayfair London,Bond Street Mayfair Westminster Borough London W1S 2YF United Kingdom,London,51.5144418,-0.146432
My Bloomsbury,11 13 Bayley Street Bedford Square Camden London WC1B 3HD United Kingdom,London,51.5188555,-0.1319172
Ibis Styles Milano Palmanova,Via Palmanova 153 20132 Milan Italy,Milan,45.5045259,9.246461
Hotel Manin,Via Manin 7 Milan City Center 20121 Milan Italy,Milan,45.4739801,9.1960671
Vienna Sporthotel,Baumgasse 83 03 Landstra e 1030 Vienna Austria,Vienna,48.191373,16.4082294
Hotel Mercure La Sorbonne Saint Germain des Pr s,14 Rue de la Sorbonne 5th arr 75005 Paris France,Paris,48.8493499,2.3430569
London Marriott Hotel Grosvenor Square,Grosvenor Square Westminster Borough London W1K 6JP United Kingdom,London,51.511579,-0.1500193
Gardette Park Hotel,1 Rue Du G n ral Blaise 11th arr 75011 Paris France,Paris,48.8610265,2.3788974
Crowne Plaza Amsterdam South,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,Amsterdam,52.3357326,4.8743947
Hotel Casa Fuster G L Monumento,Passeig de Gracia 132 Gr cia 08008 Barcelona Spain,Barcelona,41.3980162,2.1581229
H tel Diva Opera,11 rue de Tr vise 9th arr 75009 Paris France,Paris,48.8732706,2.3450746
Grange Holborn Hotel,Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,London,51.519616,-0.1218432
Innkeeper s Lodge London Greenwich,291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom,London,51.4801631,-0.0097201
H tel de Banville,166 Boulevard Berthier 17th arr 75017 Paris France,Paris,48.8864673,2.2948911
NH Milano Palazzo Moscova,Viale Monte Grappa 12 Garibaldi Station 20124 Milan Italy,Milan,45.480968,9.189977
Mercure Paris Bastille Marais,53 Rue Richard Lenoir 11th arr 75011 Paris France,Paris,48.8571207,2.3805581
The Gates Diagonal Barcelona,Avenida Diagonal 205 Sant Mart 08018 Barcelona Spain,Barcelona,41.4036219,2.1902808
Palais Coburg Residenz,Coburgbastei 4 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2058584,16.3766545
Hotel Ronda Lesseps,Ballester 77 81 Gr cia 08023 Barcelona Spain,Barcelona,41.408641,2.1478143
Best Western Nouvel Orl ans Montparnasse,25 avenue du General Leclerc 14th arr 75014 Paris France,Paris,48.8309896,2.3297301
Zenit Barcelona,Santal 8 Sarri St Gervasi 08021 Barcelona Spain,Barcelona,41.3949199,2.1468594
BEST WESTERN PLUS Amedia Wien,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,Vienna,48.1923791,16.3994512
H tel La Comtesse by Elegancia,29 Avenue De Tourville 7th arr 75007 Paris France,Paris,48.853865,2.3072019
Idol Hotel,16 rue d Edimbourg 8th arr 75008 Paris France,Paris,48.8795369,2.3202966
Sunotel Central,Gran V a De Les Corts Catalanes 570 Eixample 08011 Barcelona Spain,Barcelona,41.3841429,2.1616896
Barcel Milan,Via Giorgio Stephenson 55 20157 Milan Italy,Milan,45.51152,9.1241306
Atahotel Contessa Jolanda,Via Murat 21 Niguarda 20159 Milan Italy,Milan,45.4984161,9.1904375
Hotel Mediolanum,Via Mauro Macchi 1 Central Station 20124 Milan Italy,Milan,45.4813423,9.2039494
The Lodge Hotel Putney,52 54 Upper Richmond Road Wandsworth London SW15 2RN United Kingdom,London,51.4572991,-0.2055425
Prince de Galles a Luxury Collection hotel Paris,33 avenue George V 8th arr 75008 Paris France,Paris,48.869143,2.3006526
Hotel Capitol Milano,Via Cimarosa 6 Fiera Milano City 20144 Milan Italy,Milan,45.4661781,9.1588367
H tel Square Louvois,12 Rue de Louvois 2nd arr 75002 Paris France,Paris,48.8684165,2.336869
Le Marceau Bastille,13 Rue Jules Cesar 12th arr 75012 Paris France,Paris,48.8490691,2.3697484
InterContinental Paris Le Grand,2 Rue Scribe 9th arr 75009 Paris France,Paris,48.8708391,2.3303651
HCC St Moritz,Diputaci 262 264 Eixample 08007 Barcelona Spain,Barcelona,41.3908486,2.1680745
Col n Hotel Barcelona,Avinguda Catedral 7 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3849613,2.1756666
Hotel Eden,110 rue Blomet 15th arr 75015 Paris France,Paris,48.8405612,2.2991035
Snob Hotel by Elegancia,86 Rue Saint Denis 1st arr 75001 Paris France,Paris,48.8622723,2.3495707
K K Palais Hotel,Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2138096,16.3714293
Sansi Diputacio,234 Diputacio Eixample 08007 Barcelona Spain,Barcelona,41.3882234,2.1644551
The Tophams Hotel,28 Ebury Street Westminster Borough London SW1W 0LU United Kingdom,London,51.4957436,-0.1477528
First Hotel Paris Tour Eiffel,2 Bd Garibaldi 15th arr 75015 Paris France,Paris,48.8475112,2.3022198
Mill sime H tel,15 Rue Jacob 6th arr 75006 Paris France,Paris,48.8550236,2.3350786
DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,Ndsm Plein 28 Amsterdam Noord 1033 WB Amsterdam Netherlands,Amsterdam,52.4001813,4.8936653
Bloomsbury Palace Hotel,29 31 Gower Street Camden London WC1E 6HG United Kingdom,London,51.5207945,-0.1310845
DoubleTree by Hilton London Chelsea,Imperial Road Hammersmith and Fulham London SW6 2GA United Kingdom,London,51.475172,-0.1870629
Park Grand London Hyde Park,78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,London,51.5157316,-0.1802179
Hotel V Nesplein,Nes 49 Amsterdam City Center 1012 KD Amsterdam Netherlands,Amsterdam,52.3711037,4.8936787
Club Quarters Hotel Gracechurch,7 Gracechurch Street City of London London EC3V 0DR United Kingdom,London,51.5127964,-0.0847973
The Guesthouse Vienna,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2051299,16.369036
St James Hotel Club Mayfair,7 8 Park Place Westminster Borough London SW1A 1LP United Kingdom,London,51.5061587,-0.1402803
Andaz Amsterdam Prinsengracht A Hyatt Hotel,Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands,Amsterdam,52.3678368,4.8830788
Thistle Holborn The Kingsley,Bloomsbury Way Camden London WC1A 2SD United Kingdom,London,51.5179659,-0.1234343
The Westbridge Hotel,335 337 High Street Stratford Newham London E15 2TF United Kingdom,London,51.5373904,-0.0023367
Novotel Suites Paris Expo Porte de Versailles,4 Boulevard Brune 14th arr 75014 Paris France,Paris,48.827388,2.305478
H tel Regent s Garden,6 Rue Pierre Demours 17th arr 75017 Paris France,Paris,48.8797513,2.2919634
W Barcelona,Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,Barcelona,41.368437,2.1901534
Best Western Hotel Mirage,Viale Certosa 104 106 Certosa 20156 Milan Italy,Milan,45.4947129,9.1418864
Alma Boutique Hotel,Hafnersteig 7 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2112491,16.3776519
Grand Pigalle Hotel,29 rue Victor Mass 9th arr 75009 Paris France,Paris,48.880856,2.3375085
Mercure Paris Gare De Lyon TGV,2 place Louis Armand 12th arr 75012 Paris France,Paris,48.8442949,2.3730938
Hampshire Hotel The Manor Amsterdam,Linnaeusstraat 89 Oost 1093 EK Amsterdam Netherlands,Amsterdam,52.3591467,4.9263601
Catalonia Diagonal Centro,Balmes 142 146 Eixample 08008 Barcelona Spain,Barcelona,41.3938632,2.1568039
Best Western Premier Trocadero La Tour,5 bis rue Massenet 16th arr 75016 Paris France,Paris,48.8583127,2.2795075
H tel Hor,160 Rue La Fayette 10th arr 75010 Paris France,Paris,48.8793427,2.3577745
Hotel Kaiserin Elisabeth,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2072348,16.372238
Mercure Paris Tour Eiffel Pont Mirabeau,10 Avenue Emile Zola 15th arr 75015 Paris France,Paris,48.8460269,2.2788281
The Franklin Hotel Starhotels Collezione,24 Egerton Gardens Kensington and Chelsea London SW3 2DB United Kingdom,London,51.4960283,-0.1686355
Ako Suites Hotel,Diputaci 195 Eixample 08011 Barcelona Spain,Barcelona,41.3861153,2.1611899
Hotel Le Placide Saint Germain Des Pr s,6 Rue Saint Placide 6th arr 75006 Paris France,Paris,48.8498439,2.3244253
Pillows Anna van den Vondel Amsterdam,Anna van den Vondelstraat 6 Oud West 1054 GZ Amsterdam Netherlands,Amsterdam,52.3607413,4.8695315
Great Northern Hotel A Tribute Portfolio Hotel London,King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,London,51.531427,-0.126133
Strandhotel Alte Donau,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria,Vienna,48.2390022,16.4292329
The Academy,21 Gower Street Camden London WC1E 6HG United Kingdom,London,51.5205441,-0.1308091
BEST WESTERN Maitrise Hotel Maida Vale,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,London,51.5366053,-0.1919832
The Henrietta Hotel,14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom,London,51.5109079,-0.1238221
Mayflower Hotel Apartments,26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom,London,51.4916677,-0.1947475
Best Western Hotel Major,Viale Isonzo 2 Porta Romana 20135 Milan Italy,Milan,45.4472099,9.2090967
Hotel Plaza Athenee Paris,25 Avenue Montaigne 8th arr 75008 Paris France,Paris,48.8661932,2.3042141
Novotel Suites Paris Montreuil Vincennes,22 Avenue du professeur lemierre 20th arr 75020 Paris France,Paris,48.8554268,2.4152555
The Cavendish London,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,London,51.5077459,-0.1378733
Hotel Am Konzerthaus Vienna MGallery by Sofitel,Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,Vienna,48.1996129,16.3773546
Hotel America Barcelona,Provenza 195 Eixample 08008 Barcelona Spain,Barcelona,41.3919083,2.1573318
Le Relais M dicis,5 place de l Od on 6th arr 75006 Paris France,Paris,48.8497618,2.3392336
Mercure London Kensington Hotel,1a Lexham Gardens Kensington and Chelsea London W8 5JJ United Kingdom,London,51.4950098,-0.1906195
The Savoy,Strand Westminster Borough London WC2R 0EU United Kingdom,London,51.5111922,-0.1194006
Best Western Premier Op ra Faubourg Ex Hotel Jules ,49 Rue La Fayette 9th arr 75009 Paris France,Paris,48.8753359,2.3414617
Catalonia Magdalenes,Magdalenes 13 15 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3861283,2.1745291
NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,Amsterdam,52.3657092,4.8966912
Melia Vienna,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,Vienna,48.231911,16.4129493
Atahotel Linea Uno,Viale Monza 139 Distretto Viale Monza 20125 Milan Italy,Milan,45.50054,9.2208089
Mercure Secession Wien,Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria,Vienna,48.200561,16.3647063
Hotel Lumen Paris Louvre,15 Rue Des Pyramides 1st arr 75001 Paris France,Paris,48.8652582,2.3329632
HCC Regente,Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,Barcelona,41.3922919,2.1622256
Ramada Apollo Amsterdam Centre,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,Amsterdam,52.3681299,4.8440847
Novotel Milano Linate Aeroporto,Via Mecenate 121 20138 Milan Italy,Milan,45.4481878,9.2570459
Nell Hotel Suites,60 rue Richer 9th arr 75009 Paris France,Paris,48.8741002,2.3426357
Best Western Premier Kaiserhof Wien,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,Vienna,48.1975497,16.3686397
H tel Mansart Esprit de France,5 rue des Capucines 1st arr 75001 Paris France,Paris,48.8684776,2.3298238
IH Hotels Milano Puccini,Corso Buenos Aires 33 Central Station 20124 Milan Italy,Milan,45.4794406,9.2096756
Hazlitt s,6 Frith Street Soho Westminster Borough London W1D 3JA United Kingdom,London,51.5143447,-0.1318157
Acta Atrium Palace,Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,Barcelona,41.390913,2.1706981
Hotel Clerici,Via Clerici 11 Milan City Center 20121 Milan Italy,Milan,45.4667717,9.1871001
Best Western Hotel City,Corso Buenos Aires 42 5 Central Station 20124 Milan Italy,Milan,45.4858877,9.2042827
Hotel Oscar,33 rue Marbeuf 8th arr 75008 Paris France,Paris,48.8694755,2.3046954
Windsor Hotel Milano,Via Galileo Galilei 2 Central Station 20124 Milan Italy,Milan,45.4794587,9.1951427
Hotel Bristol,Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,Milan,45.4845769,9.2065256
Hotel Am Schubertring,Schubertring 11 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2017277,16.375463
Idea Hotel Milano San Siro,Via Gaetano Airaghi 125 20153 Milan Italy,Milan,45.4720654,9.0777871
Best Western Paris Gare Saint Lazare,18 rue de Constantinople 8th arr 75008 Paris France,Paris,48.8803752,2.319591
Park Avenue Baker Street,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,London,51.5241452,-0.1609907
Hotel Santa Marta Suites,Via Santa Marta 4 Milan City Center 20123 Milan Italy,Milan,45.4630441,9.183607
Le Roch Hotel Spa,28 rue Saint Roch 1st arr 75001 Paris France,Paris,48.8661991,2.3328826
Windermere Hotel,142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE United Kingdom,London,51.4903724,-0.1459218
Rathbone,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom,London,51.5186801,-0.1354055
Steigenberger Hotel Herrenhof,Herrengasse 10 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2097958,16.3658705
Crowne Plaza London Docklands,Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom,London,51.5083537,0.0198855
Hotel Amsterdam De Roode Leeuw,Damrak 93 94 Amsterdam City Center 1012 LP Amsterdam Netherlands,Amsterdam,52.373704,4.893591
Hotel Panache,1 rue Geoffroy Marie 9th arr 75009 Paris France,Paris,48.8732543,2.343239
Forest Hill Paris la Villette,28 av Corentin Cariou 19th arr 75019 Paris France,Paris,48.8969854,2.3852745
Landmark London,222 Marylebone Road Westminster Borough London NW1 6JQ United Kingdom,London,51.519016,-0.166267
Park Lane Mews Hotel,2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom,London,51.5059334,-0.1489418
Hampshire Hotel Amsterdam American,Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,Amsterdam,52.363889,4.881302
Mandarin Oriental Hyde Park London,66 Knightsbridge Westminster Borough London SW1X 7LA United Kingdom,London,51.5022081,-0.1599428
Windsor Opera,10 Rue Gabriel Laumain 10th arr 75010 Paris France,Paris,48.8734851,2.3485111
Gartenhotel Altmannsdorf Hotel 1,Hoffingergasse 26 28 12 Meidling 1120 Vienna Austria,Vienna,48.1640345,16.3216061
Amadi Panorama Hotel,Ijburglaan 539 Zeeburg 1087 BE Amsterdam Netherlands,Amsterdam,52.3588806,4.9886041
Gran Hotel La Florida,Carretera Vallvidrera Tibidabo 83 93 Horta Guinard 08035 Barcelona Spain,Barcelona,41.4253332,2.1211028
Hyatt Regency London The Churchill,30 Portman Square Westminster Borough London W1H 7BH United Kingdom,London,51.5156471,-0.1572443
The Zetter Hotel,86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom,London,51.522672,-0.1036841
Das Opernring Hotel,Opernring 11 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2026449,16.3671054
H tel Waldorf Trocad ro,97 rue Lauriston 16th arr 75016 Paris France,Paris,48.8672694,2.2878666
H tel de Lille,40 rue de Lille 7th arr 75007 Paris France,Paris,48.8585626,2.3299138
St George Hotel,49 Gloucester Place Marble Arch Westminster Borough London W1U 8JE United Kingdom,London,51.5182768,-0.1583511
Derag Livinghotel Kaiser Franz Joseph Vienna,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Vienna,NA,NA
Vice Versa,213 rue de la Croix Nivert 15th arr 75015 Paris France,Paris,48.8363819,2.2897793
Hotel Romana Residence,Corso di Porta Romana 64 Milan City Center 20122 Milan Italy,Milan,45.4572218,9.1937008
Novotel London Paddington,3 Kingdom Street Sheldon Square Westminster Borough London W2 6BD United Kingdom,London,51.519032,-0.1825943
Novotel Milano Nord Ca Granda,Viale Suzzani 13 Bicocca Zara 20162 Milan Italy,Milan,45.506502,9.1965192
Primero Primera,Doctor Carulla 25 Sarri St Gervasi 08017 Barcelona Spain,Barcelona,41.4002812,2.1297427
11 Cadogan Gardens,11 Cadogan Gardens Sloane Square Kensington and Chelsea London SW3 2RJ United Kingdom,London,51.4936161,-0.1592347
La Maison Champs Elys es,8 Rue Jean Goujon 8th arr 75008 Paris France,Paris,48.866676,2.3089908
Le A,4 rue d Artois 8th arr 75008 Paris France,Paris,48.8723844,2.3088663
Mercure Paris Alesia,185 Boulevard Brune 14th arr 75014 Paris France,Paris,48.8237487,2.324056
Amadi Park Hotel,Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands,Amsterdam,52.364962,4.873495
Uptown Palace,Via Santa Sofia 10 Milan City Center 20122 Milan Italy,Milan,45.4574655,9.1919138
H10 London Waterloo,284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom,London,51.4988817,-0.1062888
Austria Trend Hotel Park Royal Palace Vienna,Schlossallee 8 14 Penzing 1140 Vienna Austria,Vienna,48.191339,16.3165873
La Villa Maillot,143 Avenue De Malakoff 16th arr 75016 Paris France,Paris,48.875551,2.2835191
Hotel Principe Di Savoia,Piazza Della Repubblica 17 Central Station 20124 Milan Italy,Milan,45.479888,9.1962982
Hotel Manzoni,Via Santo Spirito 20 Milan City Center 20121 Milan Italy,Milan,45.470238,9.195347
Holiday Inn London Brent Cross,Tilling Road London NW2 1LP United Kingdom,London,51.5731061,-0.2233332
Adria Boutique Hotel,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,London,51.4933372,-0.1788931
Hotel du Collectionneur Arc de Triomphe,51 57 rue de Courcelles 8th arr 75008 Paris France,Paris,48.8769204,2.3069132
Hotel Vueling Bcn by HC,Gran Via 550 Eixample 08011 Barcelona Spain,Barcelona,41.3831641,2.1604736
Upper Diagonal,Manuel Girona 7 21 Sarri St Gervasi 08034 Barcelona Spain,Barcelona,41.39038,2.121
Best Western Maitrise Hotel Edgware Road,346 348 Edgware Road Westminster Borough London W2 1EA United Kingdom,London,51.521148,-0.171346
Bassano,15 Rue de Bassano 16th arr 75016 Paris France,Paris,48.8690596,2.2971078
NH Collection Wien Zentrum,Mariahilfer Stra e 78 07 Neubau 1070 Vienna Austria,Vienna,48.1979979,16.3483314
H tel Balzac,6 rue Balzac 8th arr 75008 Paris France,Paris,48.8732785,2.3004174
Catalonia Barcelona 505,Muntaner 505 Sarri St Gervasi 08022 Barcelona Spain,Barcelona,41.4034965,2.1370426
Francois 1er,7 Rue Magellan 8th arr 75008 Paris France,Paris,48.8701887,2.2997281
Best Western Antares Hotel Concorde,Viale Monza 132 Distretto Viale Monza 20127 Milan Italy,Milan,45.502453,9.2218364
Maison Souquet,10 rue de Bruxelles 9th arr 75009 Paris France,Paris,48.88366,2.3313845
Mercure Paris Arc de Triomphe Etoile,27 avenue des Ternes 17th arr 75017 Paris France,Paris,48.8782679,2.294852
Hotel Carrobbio,Via Medici 3 Milan City Center 20123 Milan Italy,Milan,45.4606597,9.1810947
Meli Milano,Via Masaccio 19 Fiera Milano City 20149 Milan Italy,Milan,45.4792738,9.1459546
COMO The Halkin,Halkin Street Westminster Borough London SW1X 7DJ United Kingdom,London,51.4988977,-0.1562015
Acta CITY47,Nicaragua 47 Sants Montju c 08029 Barcelona Spain,Barcelona,41.383515,2.1407396
Melia Barcelona Sky 4 Sup,Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain,Barcelona,41.4061636,2.2008956
Hotel Vondel Amsterdam,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,Amsterdam,52.3625662,4.8779225
Best Western Plus de Neuville Arc de Triomphe,3 Rue Verniquet 17th arr 75017 Paris France,Paris,48.8869128,2.3004034
Op ra Marigny,11 Rue de l Arcade 8th arr 75008 Paris France,Paris,48.871723,2.3235377
Renaissance Paris Republique Hotel Spa,40 Rue Rene Boulanger 10th arr 75010 Paris France,Paris,48.8687804,2.3610196
H tel Juliana Paris,10 12 rue Cognacq Jay 7th arr 75007 Paris France,Paris,48.8619373,2.3040298
Four Seasons Hotel George V Paris,31 Avenue George V 8th arr 75008 Paris France,Paris,48.8687512,2.3001692
Platine Hotel Spa,20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,Paris,48.8473459,2.2832408
Mercure Hotel Amsterdam West,Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,Amsterdam,52.3375677,4.8178172
H tel France d Antin Op ra,22 rue d Antin 2nd arr 75002 Paris France,Paris,48.8692566,2.3339369
Henry VIII,23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom,London,51.5124655,-0.182274
H tel Barri re Le Fouquet s,46 Avenue George V 8th arr 75008 Paris France,Paris,48.8710709,2.3013119
Aloft London Excel,One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom,London,51.5083719,0.0355768
Staybridge Suites London Vauxhall,100 Vauxhall Walk Lambeth London SE11 5AL United Kingdom,London,51.4891226,-0.1205639
Mercure Paris Porte De Versailles Expo,36 38 Rue Du Moulin 92170 Paris France,Paris,48.8268251,2.2912033
DoubleTree by Hilton Amsterdam Centraal Station,Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands,Amsterdam,52.376752,4.904618
